Area,Item,Year,Area_Harvested_ha,Production_ton,Yield_kg_ha
Denmark,Cauliflowers and broccoli,2021,860.0,8650.0,10058.1
Denmark,Cauliflowers and broccoli,2022,770.0,7600.0,9870.1
Denmark,Cauliflowers and broccoli,2023,740.0,7340.0,9918.9
Denmark,"Cheese from milk of goats, fresh or processed",2019,171281.03645017848,0.0,12705.65079886103
Denmark,"Cheese from milk of goats, fresh or processed",2020,171281.03645017848,0.0,12705.65079886103
Denmark,"Cheese from milk of goats, fresh or processed",2021,171281.03645017848,0.0,12705.65079886103
Denmark,"Cheese from milk of goats, fresh or processed",2022,171281.03645017848,0.0,12705.65079886103
Denmark,Cherries,2019,150.0,1060.0,7066.7
Denmark,Cherries,2020,190.0,730.0,3842.1
Denmark,Cherries,2021,180.0,700.0,3888.9
Denmark,Cherries,2022,190.0,730.0,3842.1
Denmark,Cherries,2023,170.0,690.0,4058.8
Denmark,Cucumbers and gherkins,2019,60.0,16520.0,275333.3
Denmark,Cucumbers and gherkins,2020,50.0,16400.0,328000.0
Denmark,Cucumbers and gherkins,2021,60.0,15650.0,260833.3
Denmark,Cucumbers and gherkins,2022,50.0,15630.0,312600.0
Denmark,Cucumbers and gherkins,2023,50.0,15610.0,312200.0
Denmark,Currants,2019,510.0,1580.0,3098.0
Denmark,Currants,2020,690.0,1460.0,2115.9
Denmark,Currants,2021,510.0,1090.0,2137.3
Denmark,Currants,2022,400.0,1460.0,3650.0
Denmark,Currants,2023,360.0,1300.0,3611.1
Denmark,Figs,2019,0.0,0.0,12705.65079886103
Denmark,Figs,2020,0.0,0.0,12705.65079886103
Denmark,Figs,2021,0.0,0.0,12705.65079886103
Denmark,Figs,2022,0.0,0.0,12705.65079886103
Denmark,Figs,2023,0.0,0.0,12705.65079886103
Denmark,Kiwi fruit,2019,0.0,0.0,12705.65079886103
Denmark,Kiwi fruit,2020,0.0,0.0,12705.65079886103
Denmark,Kiwi fruit,2021,0.0,0.0,12705.65079886103
Denmark,Kiwi fruit,2022,0.0,0.0,12705.65079886103
Denmark,Kiwi fruit,2023,0.0,0.0,12705.65079886103
Denmark,Leeks and other alliaceous vegetables,2019,560.0,5960.0,10642.9
Denmark,Leeks and other alliaceous vegetables,2020,260.0,2280.0,8769.2
Denmark,Leeks and other alliaceous vegetables,2021,270.0,4220.0,15629.6
Denmark,Leeks and other alliaceous vegetables,2022,280.0,4380.0,15642.9
Denmark,Leeks and other alliaceous vegetables,2023,270.0,4200.0,15555.6
Denmark,Lemons and limes,2019,0.0,0.0,12705.65079886103
Denmark,Lemons and limes,2020,0.0,0.0,12705.65079886103
Denmark,Lemons and limes,2021,0.0,0.0,12705.65079886103
Denmark,Lemons and limes,2022,0.0,0.0,12705.65079886103
Denmark,Lemons and limes,2023,0.0,0.0,12705.65079886103
Denmark,Lettuce and chicory,2019,670.0,23520.0,35104.5
Denmark,Lettuce and chicory,2020,690.0,24370.0,35318.8
Denmark,Lettuce and chicory,2021,1030.0,13450.0,13058.3
Denmark,Lettuce and chicory,2022,1390.0,17710.0,12741.0
Denmark,Lettuce and chicory,2023,1100.0,14300.0,13000.0
Denmark,Linseed,2019,0.0,0.0,12705.65079886103
Denmark,Linseed,2020,0.0,0.0,12705.65079886103
Denmark,Linseed,2021,0.0,0.0,12705.65079886103
Denmark,Linseed,2022,0.0,0.0,12705.65079886103
Denmark,Linseed,2023,0.0,0.0,12705.65079886103
Denmark,Mixed grain,2019,7160.0,28470.0,3976.3
Denmark,Mixed grain,2020,8370.0,35600.0,4253.3
Denmark,Mixed grain,2021,10600.0,32970.0,3110.4
Denmark,Mixed grain,2022,10610.0,38530.0,3631.5
Denmark,Mixed grain,2023,8910.0,26670.0,2993.3
Denmark,Oats,2019,49290.0,247280.0,5016.8
Denmark,Oats,2020,74750.0,425660.0,5694.4
Denmark,Oats,2021,68080.0,331060.0,4862.8
Denmark,Oats,2022,61840.0,352100.0,5693.7
Denmark,Oats,2023,55230.0,208100.0,3767.9
Denmark,Oil of linseed,2019,171281.03645017848,1637.19,12705.65079886103
Denmark,Oil of linseed,2020,171281.03645017848,2266.0,12705.65079886103
Denmark,Oil of linseed,2021,171281.03645017848,2042.19,12705.65079886103
Denmark,Oil of linseed,2022,171281.03645017848,2015.88,12705.65079886103
Denmark,Oil of sesame seed,2019,171281.03645017848,715.65,12705.65079886103
Denmark,Oil of sesame seed,2020,171281.03645017848,786.75,12705.65079886103
Denmark,Oil of sesame seed,2021,171281.03645017848,548.54,12705.65079886103
Denmark,Oil of sesame seed,2022,171281.03645017848,471.99,12705.65079886103
Denmark,Olives,2019,0.0,0.0,12705.65079886103
Denmark,Olives,2020,0.0,0.0,12705.65079886103
Denmark,Olives,2021,0.0,0.0,12705.65079886103
Denmark,Olives,2022,0.0,0.0,12705.65079886103
Denmark,Olives,2023,0.0,0.0,12705.65079886103
Denmark,Oranges,2019,0.0,0.0,12705.65079886103
Denmark,Oranges,2020,0.0,0.0,12705.65079886103
Denmark,Oranges,2021,0.0,0.0,12705.65079886103
Denmark,Oranges,2022,0.0,0.0,12705.65079886103
Denmark,Oranges,2023,0.0,0.0,12705.65079886103
Denmark,Pears,2019,300.0,4740.0,15800.0
Denmark,Pears,2020,300.0,7190.0,23966.7
Denmark,Pears,2021,300.0,7090.0,23633.3
Denmark,Pears,2022,290.0,7990.0,27551.7
Denmark,Pears,2023,300.0,8060.0,26866.7
Denmark,"Peas, dry",2019,5200.0,21250.0,4086.5
Denmark,"Peas, dry",2020,7400.0,32020.0,4327.0
Denmark,"Peas, dry",2021,10300.0,33600.0,3262.1
Denmark,"Peas, dry",2022,14400.0,63350.0,4399.3
Denmark,"Peas, dry",2023,19400.0,55250.0,2847.9
Denmark,"Peas, green",2019,3340.0,7810.0,2338.3
Denmark,"Peas, green",2020,3150.0,7360.0,2336.5
Denmark,"Peas, green",2021,4050.0,15320.0,3782.7
Denmark,"Peas, green",2022,3200.0,12060.0,3768.8
Denmark,"Peas, green",2023,1090.0,4110.0,3770.6
Denmark,Pomelos and grapefruits,2019,0.0,0.0,12705.65079886103
Denmark,Pomelos and grapefruits,2020,0.0,0.0,12705.65079886103
Denmark,Pomelos and grapefruits,2021,0.0,0.0,12705.65079886103
Denmark,Pomelos and grapefruits,2022,0.0,0.0,12705.65079886103
Denmark,Pomelos and grapefruits,2023,0.0,0.0,12705.65079886103
Denmark,Potatoes,2019,56700.0,2408700.0,42481.5
Denmark,Potatoes,2020,62800.0,2762900.0,43995.2
Denmark,Potatoes,2021,56200.0,2374600.0,42252.7
Denmark,Potatoes,2022,59200.0,2617600.0,44216.2
Denmark,Potatoes,2023,61100.0,2757200.0,45126.0
Denmark,Rape or colza seed,2019,165500.0,729000.0,4404.8
Denmark,Rape or colza seed,2020,145900.0,560200.0,3839.6
Denmark,Rape or colza seed,2021,162400.0,650900.0,4008.0
Denmark,Rape or colza seed,2022,197900.0,889200.0,4493.2
Denmark,Rape or colza seed,2023,211200.0,822700.0,3895.4
Denmark,Raspberries,2019,20.0,180.0,9000.0
Denmark,Raspberries,2020,120.0,360.0,3000.0
Denmark,Raspberries,2021,110.0,400.0,3636.4
Denmark,Raspberries,2022,30.0,240.0,8000.0
Denmark,Raspberries,2023,70.0,630.0,9000.0
Denmark,Raw milk of goats,2019,171281.03645017848,0.0,12705.65079886103
Denmark,Raw milk of goats,2020,171281.03645017848,0.0,12705.65079886103
Denmark,Raw milk of goats,2021,171281.03645017848,0.0,12705.65079886103
Denmark,Raw milk of goats,2022,171281.03645017848,0.0,12705.65079886103
Denmark,Raw milk of goats,2023,171281.03645017848,0.0,12705.65079886103
Denmark,Rice,2019,0.0,0.0,12705.65079886103
Denmark,Rice,2020,0.0,0.0,12705.65079886103
Denmark,Rice,2021,0.0,0.0,12705.65079886103
Denmark,Rice,2022,0.0,0.0,12705.65079886103
Denmark,Rice,2023,0.0,0.0,12705.65079886103
Denmark,Rye,2019,146600.0,883510.0,6026.7
Denmark,Rye,2020,115300.0,699370.0,6065.7
Denmark,Rye,2021,108300.0,672490.0,6209.5
Denmark,Rye,2022,109000.0,691470.0,6343.8
Denmark,Rye,2023,108600.0,601130.0,5535.3
Denmark,Sour cherries,2019,380.0,2590.0,6815.8
Denmark,Sour cherries,2020,430.0,1400.0,3255.8
Denmark,Sour cherries,2021,380.0,1250.0,3289.5
Denmark,Sour cherries,2022,490.0,2190.0,4469.4
Denmark,Sour cherries,2023,440.0,1970.0,4477.3
Denmark,Soya beans,2019,0.0,0.0,12705.65079886103
Denmark,Soya beans,2020,0.0,0.0,12705.65079886103
Denmark,Soya beans,2021,0.0,0.0,12705.65079886103
Denmark,Soya beans,2022,0.0,0.0,12705.65079886103
Denmark,Soya beans,2023,0.0,0.0,12705.65079886103
Denmark,Strawberries,2019,1110.0,6310.0,5684.7
Denmark,Strawberries,2020,1070.0,6070.0,5672.9
Denmark,Strawberries,2021,980.0,6740.0,6877.6
Denmark,Strawberries,2022,860.0,5960.0,6930.2
Denmark,Strawberries,2023,770.0,5290.0,6870.1
Denmark,Sunflower seed,2019,0.0,0.0,12705.65079886103
Denmark,Sunflower seed,2020,0.0,0.0,12705.65079886103
Denmark,Sunflower seed,2021,0.0,0.0,12705.65079886103
Denmark,Sunflower seed,2022,0.0,0.0,12705.65079886103
Denmark,Sunflower seed,2023,0.0,0.0,12705.65079886103
Denmark,"Tangerines, mandarins, clementines",2019,0.0,0.0,12705.65079886103
Denmark,"Tangerines, mandarins, clementines",2020,0.0,0.0,12705.65079886103
Denmark,"Tangerines, mandarins, clementines",2021,0.0,0.0,12705.65079886103
Denmark,"Tangerines, mandarins, clementines",2022,0.0,0.0,12705.65079886103
Denmark,"Tangerines, mandarins, clementines",2023,0.0,0.0,12705.65079886103
Denmark,Tomatoes,2019,30.0,11760.0,392000.0
Denmark,Tomatoes,2020,30.0,11760.0,392000.0
Denmark,Tomatoes,2021,30.0,11390.0,379666.7
Denmark,Tomatoes,2022,30.0,11390.0,379666.7
Denmark,Tomatoes,2023,30.0,11390.0,379666.7
Denmark,Triticale,2019,8600.0,51100.0,5941.9
Denmark,Triticale,2020,6500.0,41410.0,6370.8
Denmark,Triticale,2021,6900.0,49020.0,7104.3
Denmark,Triticale,2022,5300.0,33410.0,6303.8
Denmark,Triticale,2023,4300.0,27380.0,6367.4
Denmark,Watermelons,2019,0.0,0.0,12705.65079886103
Denmark,Watermelons,2020,0.0,0.0,12705.65079886103
Denmark,Watermelons,2021,0.0,0.0,12705.65079886103
Denmark,Watermelons,2022,0.0,0.0,12705.65079886103
Denmark,Watermelons,2023,0.0,0.0,12705.65079886103
Denmark,Wheat,2019,573400.0,4642090.0,8095.7
Denmark,Wheat,2020,502600.0,4070410.0,8098.7
Denmark,Wheat,2021,537700.0,4047090.0,7526.7
Denmark,Wheat,2022,497300.0,4165400.0,8376.0
Denmark,Wheat,2023,489000.0,3556260.0,7272.5
Djibouti,Cabbages,2019,1.0,7.9,7895.2
Djibouti,Cabbages,2020,1.0,7.91,7911.5
Djibouti,Cabbages,2021,1.0,7.89,7893.2
Djibouti,Cabbages,2022,1.0,7.88,7876.6
Djibouti,Cabbages,2023,1.0,7.9,7860.0
Djibouti,Cantaloupes and other melons,2019,8.0,180.34,24044.9
Djibouti,Cantaloupes and other melons,2020,8.0,178.05,23739.6
Djibouti,Cantaloupes and other melons,2021,8.0,176.38,23517.8
Djibouti,Cantaloupes and other melons,2022,8.0,183.76,23455.1
Djibouti,Cantaloupes and other melons,2023,8.0,191.44,23392.5
Djibouti,Carrots and turnips,2019,0.0,14.91,51398.2
Djibouti,Carrots and turnips,2020,0.0,16.09,55498.2
Djibouti,Carrots and turnips,2021,0.0,16.61,57287.5
Djibouti,Carrots and turnips,2022,0.0,16.69,59063.9
Djibouti,Carrots and turnips,2023,0.0,16.34,60840.3
Djibouti,Cucumbers and gherkins,2019,1.0,7.04,8805.0
Djibouti,Cucumbers and gherkins,2020,1.0,7.08,8849.9
Djibouti,Cucumbers and gherkins,2021,1.0,7.12,8900.6
Djibouti,Cucumbers and gherkins,2022,1.0,7.16,8898.3
Djibouti,Cucumbers and gherkins,2023,1.0,7.17,8895.9
Djibouti,Dates,2019,50.0,128.35,2566.9
Djibouti,Dates,2020,50.0,127.96,2559.2
Djibouti,Dates,2021,50.0,127.31,2546.2
Djibouti,Dates,2022,51.0,130.43,2546.2
Djibouti,Dates,2023,53.0,136.14,2546.2
Djibouti,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2019,171281.03645017848,3.15,12705.65079886103
Djibouti,Lemons and limes,2019,500.0,2744.57,5489.1
Djibouti,Lemons and limes,2020,500.0,2733.32,5466.6
Djibouti,Lemons and limes,2021,510.0,2776.29,5443.7
Djibouti,Lemons and limes,2022,517.0,2811.0,5434.1
Djibouti,Lemons and limes,2023,540.0,2931.3,5424.5
Djibouti,Lettuce and chicory,2019,1.0,0.53,525.9
Djibouti,Lettuce and chicory,2020,1.0,0.53,534.8
Djibouti,Lettuce and chicory,2021,1.0,0.45,454.4
Djibouti,Lettuce and chicory,2022,1.0,0.51,446.1
Djibouti,Lettuce and chicory,2023,1.0,0.57,446.1
Djibouti,Okra,2019,4.0,28.49,7497.1
Djibouti,Okra,2020,4.0,29.6,7790.4
Djibouti,Okra,2021,4.0,29.11,7659.7
Djibouti,Okra,2022,4.0,29.78,7607.1
Djibouti,Okra,2023,4.0,30.86,7554.4
Djibouti,Oranges,2019,1.0,4.76,7936.2
Djibouti,Oranges,2020,1.0,4.79,7978.1
Djibouti,Oranges,2021,1.0,4.81,8018.3
Djibouti,Oranges,2022,1.0,4.9,8037.3
Djibouti,Oranges,2023,1.0,4.99,8056.4
Djibouti,Pears,2019,1.0,3.0,6001.4
Djibouti,Pears,2020,1.0,3.0,6001.5
Djibouti,Pears,2021,1.0,3.0,6001.4
Djibouti,Pears,2022,0.0,3.0,6001.5
Djibouti,Pears,2023,0.0,3.0,6001.5
Djibouti,Raw hides and skins of goats or kids,2019,171281.03645017848,463.47,25.0
Djibouti,Raw hides and skins of goats or kids,2020,171281.03645017848,463.31,25.0
Djibouti,Raw hides and skins of goats or kids,2021,171281.03645017848,463.03,25.0
Djibouti,Raw hides and skins of goats or kids,2022,171281.03645017848,462.7,25.0
Djibouti,Raw hides and skins of goats or kids,2023,171281.03645017848,462.36,25.0
Djibouti,Sugar cane,2019,1.0,56.41,40292.3
Djibouti,Sugar cane,2020,1.0,55.04,39314.6
Djibouti,Sugar cane,2021,1.0,55.26,39474.7
Djibouti,Sugar cane,2022,1.0,55.45,39605.3
Djibouti,Sugar cane,2023,1.0,55.63,39736.0
Djibouti,"Tangerines, mandarins, clementines",2019,1.0,2.37,3384.7
Djibouti,"Tangerines, mandarins, clementines",2020,1.0,2.37,3384.2
Djibouti,"Tangerines, mandarins, clementines",2021,1.0,2.37,3384.8
Djibouti,"Tangerines, mandarins, clementines",2022,1.0,2.37,3387.9
Djibouti,"Tangerines, mandarins, clementines",2023,1.0,2.52,3391.0
Djibouti,Tomatoes,2019,300.0,1527.86,5092.9
Djibouti,Tomatoes,2020,300.0,1494.65,4982.2
Djibouti,Tomatoes,2021,300.0,1458.77,4862.6
Djibouti,Tomatoes,2022,316.0,1485.56,4708.5
Djibouti,Tomatoes,2023,348.0,1584.94,4554.4
Djibouti,Watermelons,2019,3.0,71.0,23668.1
Djibouti,Watermelons,2020,3.0,68.61,22869.5
Djibouti,Watermelons,2021,3.0,70.31,23435.2
Djibouti,Watermelons,2022,3.0,70.66,23822.6
Djibouti,Watermelons,2023,3.0,70.55,24210.1
Dominica,Avocados,2019,209.0,1036.07,4963.9
Dominica,Avocados,2020,217.0,1062.93,4906.5
Dominica,Avocados,2021,211.0,1080.17,5113.2
Dominica,Avocados,2022,212.0,1094.53,5157.9
Dominica,Avocados,2023,213.0,1079.21,5058.1
Dominica,Bananas,2019,780.0,11486.3,14733.5
Dominica,Bananas,2020,783.0,11543.27,14735.7
Dominica,Bananas,2021,784.0,11543.8,14731.8
Dominica,Bananas,2022,782.0,11524.46,14733.6
Dominica,Bananas,2023,783.0,11537.18,14733.7
Dominica,Cabbages,2019,47.0,466.08,9989.1
Dominica,Cabbages,2020,48.0,477.2,9998.2
Dominica,Cabbages,2021,45.0,449.44,9991.8
Dominica,Cabbages,2022,46.0,464.24,9993.1
Dominica,Cabbages,2023,46.0,463.63,9994.4
Dominica,Carrots and turnips,2019,57.0,563.51,9955.6
Dominica,Carrots and turnips,2020,57.0,567.52,9967.5
Dominica,Carrots and turnips,2021,57.0,571.25,9974.9
Dominica,Carrots and turnips,2022,57.0,574.12,9984.9
Dominica,Carrots and turnips,2023,58.0,576.96,9994.9
Dominica,"Cassava, fresh",2019,8.0,80.35,9887.6
Dominica,"Cassava, fresh",2020,8.0,79.17,9890.8
Dominica,"Cassava, fresh",2021,8.0,76.94,9887.2
Dominica,"Cassava, fresh",2022,8.0,78.82,9888.6
Dominica,"Cassava, fresh",2023,8.0,78.31,9888.9
Dominica,"Cinnamon and cinnamon-tree flowers, raw",2019,47.0,33.33,703.2
Dominica,"Cinnamon and cinnamon-tree flowers, raw",2020,48.0,34.02,702.0
Dominica,"Cinnamon and cinnamon-tree flowers, raw",2021,48.0,33.81,702.4
Dominica,"Cinnamon and cinnamon-tree flowers, raw",2022,48.0,33.72,702.5
Dominica,"Cinnamon and cinnamon-tree flowers, raw",2023,48.0,33.85,702.3
Dominica,Cocoa beans,2019,10646.0,1000.0,93.9
Dominica,Cocoa beans,2020,10640.0,1000.0,94.0
Dominica,Cocoa beans,2021,10716.0,1000.0,93.3
Dominica,Cocoa beans,2022,10722.0,1000.0,93.3
Dominica,Cocoa beans,2023,10722.0,1000.0,93.3
Dominica,"Coconuts, in shell",2019,2901.0,8400.0,2895.1
Dominica,"Coconuts, in shell",2020,2926.0,8400.0,2870.5
Dominica,"Coconuts, in shell",2021,2957.0,8400.0,2840.8
Dominica,"Coconuts, in shell",2022,3409.0,9600.0,2816.2
Dominica,"Coconuts, in shell",2023,3509.0,9794.95,2791.7
Dominica,Cucumbers and gherkins,2019,341.0,2245.75,6582.5
Dominica,Cucumbers and gherkins,2020,343.0,2201.29,6416.1
Dominica,Cucumbers and gherkins,2021,347.0,2219.09,6392.2
Dominica,Cucumbers and gherkins,2022,344.0,2222.04,6463.1
Dominica,Cucumbers and gherkins,2023,345.0,2214.14,6423.7
Dominica,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,171281.03645017848,5.52,12705.65079886103
Dominica,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,171281.03645017848,1.92,12705.65079886103
Dominica,Lemons and limes,2019,284.0,1757.93,6199.4
Dominica,Lemons and limes,2020,284.0,1762.09,6204.2
Dominica,Lemons and limes,2021,287.0,1778.39,6200.0
Dominica,Lemons and limes,2022,290.0,1795.68,6202.4
Dominica,Lemons and limes,2023,292.0,1812.98,6205.7
Dominica,Lettuce and chicory,2019,12.0,117.2,10003.3
Dominica,Lettuce and chicory,2020,12.0,117.9,10005.1
Dominica,Lettuce and chicory,2021,12.0,116.94,9999.5
Dominica,Lettuce and chicory,2022,12.0,115.56,10000.0
Dominica,Lettuce and chicory,2023,11.0,114.2,10000.5
Dominica,"Nutmeg, mace, cardamoms, raw",2019,1.0,2.42,2002.6
Dominica,"Nutmeg, mace, cardamoms, raw",2020,1.0,2.45,2003.4
Dominica,"Nutmeg, mace, cardamoms, raw",2021,1.0,2.49,2004.6
Dominica,"Nutmeg, mace, cardamoms, raw",2022,1.0,2.5,2005.0
Dominica,"Nutmeg, mace, cardamoms, raw",2023,1.0,2.51,2005.4
Dominica,Oranges,2019,752.0,4882.91,6489.4
Dominica,Oranges,2020,747.0,4850.55,6491.6
Dominica,Oranges,2021,754.0,4895.31,6490.6
Dominica,Oranges,2022,751.0,4876.26,6490.5
Dominica,Oranges,2023,751.0,4874.04,6490.9
Dominica,Pineapples,2019,113.0,2316.51,20464.4
Dominica,Pineapples,2020,114.0,2343.62,20492.7
Dominica,Pineapples,2021,115.0,2365.75,20503.3
Dominica,Pineapples,2022,114.0,2341.96,20486.9
Dominica,Pineapples,2023,115.0,2350.44,20494.3
Dominica,Plantains and cooking bananas,2019,730.0,8682.92,11890.6
Dominica,Plantains and cooking bananas,2020,727.0,8700.93,11962.0
Dominica,Plantains and cooking bananas,2021,726.0,8657.09,11924.1
Dominica,Plantains and cooking bananas,2022,728.0,8678.16,11924.3
Dominica,Plantains and cooking bananas,2023,730.0,8699.22,11924.4
Dominica,Pomelos and grapefruits,2019,3098.0,19937.57,6435.7
Dominica,Pomelos and grapefruits,2020,3138.0,20028.84,6383.6
Dominica,Pomelos and grapefruits,2021,3103.0,19889.07,6409.5
Dominica,Pomelos and grapefruits,2022,3108.0,19947.95,6417.8
Dominica,Pomelos and grapefruits,2023,3113.0,20006.83,6426.2
Dominica,Potatoes,2019,10.0,147.98,14666.9
Dominica,Potatoes,2020,10.0,148.9,15010.2
Dominica,Potatoes,2021,10.0,149.08,15260.7
Dominica,Potatoes,2022,10.0,149.41,15503.0
Dominica,Potatoes,2023,10.0,149.74,15745.3
Dominica,Raw hides and skins of goats or kids,2019,171281.03645017848,8.51,25.0
Dominica,Raw hides and skins of goats or kids,2020,171281.03645017848,8.51,25.0
Dominica,Raw hides and skins of goats or kids,2021,171281.03645017848,8.5,25.0
Dominica,Raw hides and skins of goats or kids,2022,171281.03645017848,8.49,25.0
Dominica,Raw hides and skins of goats or kids,2023,171281.03645017848,8.48,25.0
Dominica,Sugar cane,2019,250.0,4869.08,19466.8
Dominica,Sugar cane,2020,249.0,4870.1,19556.7
Dominica,Sugar cane,2021,249.0,4871.17,19549.5
Dominica,Sugar cane,2022,250.0,4874.15,19534.8
Dominica,Sugar cane,2023,250.0,4877.12,19520.1
Dominica,Sweet potatoes,2019,393.0,2313.13,5879.4
Dominica,Sweet potatoes,2020,395.0,2315.77,5869.1
Dominica,Sweet potatoes,2021,391.0,2391.56,6117.5
Dominica,Sweet potatoes,2022,385.0,2379.78,6187.1
Dominica,Sweet potatoes,2023,378.0,2367.99,6256.7
Dominica,"Tangerines, mandarins, clementines",2019,1.0,15.45,15296.1
Dominica,"Tangerines, mandarins, clementines",2020,1.0,15.4,14798.7
Dominica,"Tangerines, mandarins, clementines",2021,1.0,15.43,14502.3
Dominica,"Tangerines, mandarins, clementines",2022,1.0,15.43,14988.0
Dominica,"Tangerines, mandarins, clementines",2023,1.0,15.42,15505.5
Dominica,Taro,2019,2054.0,22545.98,10976.5
Dominica,Taro,2020,2010.0,22040.16,10965.2
Dominica,Taro,2021,2025.0,22213.71,10968.9
Dominica,Taro,2022,2030.0,22266.62,10970.2
Dominica,Taro,2023,2022.0,22173.49,10968.1
Dominica,Tomatoes,2019,35.0,424.51,12221.2
Dominica,Tomatoes,2020,36.0,420.34,11750.7
Dominica,Tomatoes,2021,36.0,421.54,11642.4
Dominica,Tomatoes,2022,36.0,422.13,11577.2
Dominica,Tomatoes,2023,36.0,421.34,11656.2
Dominica,Watermelons,2019,21.0,274.11,12997.4
Dominica,Watermelons,2020,21.0,278.51,13004.5
Dominica,Watermelons,2021,21.0,276.88,13000.4
Dominica,Watermelons,2022,21.0,278.94,12993.5
Dominica,Watermelons,2023,22.0,280.87,12986.0
Dominica,Yams,2019,949.0,14185.02,14950.8
Dominica,Yams,2020,932.0,13943.36,14955.8
Dominica,Yams,2021,937.0,14015.09,14952.9
Dominica,Yams,2022,939.0,14047.82,14953.2
Dominica,Yams,2023,936.0,14002.09,14954.0
Dominica,Yautia,2019,959.0,5364.11,5591.7
Dominica,Yautia,2020,939.0,5416.96,5769.1
Dominica,Yautia,2021,946.0,5419.21,5729.6
Dominica,Yautia,2022,948.0,5445.25,5743.8
Dominica,Yautia,2023,944.0,5471.29,5794.2
Dominican Republic,Avocados,2019,42571.0,665652.11,15636.1
Dominican Republic,Avocados,2020,36602.0,620086.96,16941.5
Dominican Republic,Avocados,2021,37468.0,634368.16,16930.9
Dominican Republic,Avocados,2022,39581.0,737200.99,18625.2
Dominican Republic,Avocados,2023,47886.0,1016834.74,21234.4
Dominican Republic,Bananas,2019,28861.0,1209268.37,41900.3
Dominican Republic,Bananas,2020,28132.0,1233461.83,43846.3
Dominican Republic,Bananas,2021,29296.0,1262834.2,43105.9
Dominican Republic,Bananas,2022,31780.0,1397441.99,43972.4
Dominican Republic,Bananas,2023,33750.0,1655085.22,49039.6
Dominican Republic,"Beer of barley, malted",2019,171281.03645017848,575180.58,12705.65079886103
Dominican Republic,"Beer of barley, malted",2020,171281.03645017848,536412.75,12705.65079886103
Dominican Republic,"Beer of barley, malted",2021,171281.03645017848,567475.83,12705.65079886103
Dominican Republic,"Beer of barley, malted",2022,171281.03645017848,582543.83,12705.65079886103
Dominican Republic,Cabbages,2019,870.0,43520.28,49995.1
Dominican Republic,Cabbages,2020,1404.0,48117.03,34263.1
Dominican Republic,Cabbages,2021,817.0,42309.0,51785.8
Dominican Republic,Cabbages,2022,766.0,42190.0,55078.3
Dominican Republic,Cabbages,2023,885.0,50336.0,56876.8
Dominican Republic,Cantaloupes and other melons,2019,1530.0,44037.0,28782.4
Dominican Republic,Cantaloupes and other melons,2020,941.0,27300.19,29013.6
Dominican Republic,Cantaloupes and other melons,2021,956.0,27922.53,29214.2
Dominican Republic,Cantaloupes and other melons,2022,1098.0,32246.02,29374.2
Dominican Republic,Cantaloupes and other melons,2023,1517.0,44939.44,29614.3
Dominican Republic,Carrots and turnips,2019,2042.0,48966.43,23979.5
Dominican Republic,Carrots and turnips,2020,1978.0,48035.83,24281.3
Dominican Republic,Carrots and turnips,2021,2048.0,49975.78,24397.9
Dominican Republic,Carrots and turnips,2022,1826.0,59156.48,32399.3
Dominican Republic,Carrots and turnips,2023,2409.0,69041.83,28658.6
Dominican Republic,"Cassava, fresh",2019,23200.0,175583.05,7568.2
Dominican Republic,"Cassava, fresh",2020,21640.0,167624.83,7745.9
Dominican Republic,"Cassava, fresh",2021,21579.0,167939.27,7782.7
Dominican Republic,"Cassava, fresh",2022,36357.0,176405.89,4852.0
Dominican Republic,"Cassava, fresh",2023,44444.0,244147.61,5493.4
Dominican Republic,Cauliflowers and broccoli,2021,562.0,4826.0,8587.2
Dominican Republic,Cauliflowers and broccoli,2022,636.0,5139.0,8080.2
Dominican Republic,Cauliflowers and broccoli,2023,711.0,6690.0,9409.3
Dominican Republic,Cherries,2021,2198.0,5410.0,2461.3
Dominican Republic,Cherries,2022,2183.0,7533.0,3450.8
Dominican Republic,Cherries,2023,2338.0,9199.0,3934.6
Dominican Republic,"Chick peas, dry",2019,3.0,3.35,1114.9
Dominican Republic,"Chick peas, dry",2020,3.0,3.32,1073.7
Dominican Republic,"Chick peas, dry",2021,3.0,3.33,1015.4
Dominican Republic,"Chick peas, dry",2022,3.0,3.33,996.7
Dominican Republic,"Chick peas, dry",2023,3.0,3.33,974.7
Dominican Republic,Cocoa beans,2019,150943.0,76112.56,504.2
Dominican Republic,Cocoa beans,2020,172956.0,77681.23,449.1
Dominican Republic,Cocoa beans,2021,155446.0,70630.86,454.4
Dominican Republic,Cocoa beans,2022,195119.0,88655.67,454.4
Dominican Republic,Cocoa beans,2023,145259.0,65930.13,453.9
Dominican Republic,"Coconuts, in shell",2019,50545.0,421559.47,8340.3
Dominican Republic,"Coconuts, in shell",2020,45128.0,423886.95,9392.9
Dominican Republic,"Coconuts, in shell",2021,45128.0,433807.33,9612.7
Dominican Republic,"Coconuts, in shell",2022,52883.0,471803.51,8921.6
Dominican Republic,"Coconuts, in shell",2023,64260.0,566647.98,8818.0
Dominican Republic,Cucumbers and gherkins,2019,926.0,16624.74,17949.9
